tau,xi,xi_ratio,p_g,mean_prob_gt_u0,sd_prob_gt_u0
1.0,0.2375,0.95,120,0.4389878433267694,0.2765607649964373
1.0,0.25,1.0,120,0.46872601815449977,0.27497528034819574
1.0,0.2625,1.05,120,0.5140228971226702,0.2741255092382905
1.0,0.275,1.1,120,0.5407995137839361,0.2696929569055567
1.0,0.3,1.2,120,0.6211761217214161,0.2503235425251044
1.0,0.375,1.5,120,0.7720128066537135,0.2156161192250221
1.0,0.5,2.0,120,0.9385251855204213,0.09537384492930447
1.0,0.75,3.0,120,0.997464028934603,0.011184341867721078
1.0,1.0,4.0,120,0.9999546142789177,0.0002962499465343924
1.0,0.05,0.2,240,0.006299149346114169,0.02267168937014127
1.0,0.1,0.4,240,0.03331987953577902,0.06506043112325892
1.0,0.15,0.6,240,0.12030205289864623,0.14993794892576517
1.0,0.2,0.8,240,0.27906552802018264,0.24328674754229948
1.0,0.225,0.9,240,0.3759761973114382,0.2617691148250052
1.0,0.2375,0.95,240,0.4261770240061143,0.27581481469862285
1.0,0.25,1.0,240,0.4700282994032883,0.2757080234529085
1.0,0.2625,1.05,240,0.5292118406825254,0.2829845134604401
1.0,0.275,1.1,240,0.5736240013216517,0.2674473444368197
1.0,0.3,1.2,240,0.676390917664798,0.26472117649016536
1.0,0.375,1.5,240,0.8939210004378079,0.14873658560714487
1.0,0.5,2.0,240,0.9901123311323291,0.024926219236733625
1.0,0.75,3.0,240,0.9999927956687884,5.076070141557202e-05
1.0,1.0,4.0,240,0.9999999832541749,3.225584401723087e-07
1.0,0.05,0.2,480,0.0003818979870252457,0.0024786679504888217
1.0,0.1,0.4,480,0.006469181853462337,0.02379830499601719
1.0,0.15,0.6,480,0.057843140882237354,0.09512121379212726
1.0,0.2,0.8,480,0.20495843356757587,0.20834165205826566
1.0,0.225,0.9,480,0.33133065022490094,0.26328221961022447
1.0,0.2375,0.95,480,0.4020800527862751,0.2735610358257828
1.0,0.25,1.0,480,0.4888875785100521,0.27471743685413075
1.0,0.2625,1.05,480,0.5519597388510794,0.2842632858890076
1.0,0.275,1.1,480,0.6359756125459537,0.25761178719551303
1.0,0.3,1.2,480,0.7499757581094233,0.2385904873894952
1.0,0.375,1.5,480,0.9581437406599654,0.08508107714991492
